"","division","season","year","sex","cw","mature","ncrab","tows","ncrabS","npt","nptS"
"6707","3K","Fall",1996,1,50,"Mat",7,267,15.7916399209755,0.0262172284644195,0.0591447188051517
"6708","3K","Fall",1996,1,50,"Unk",2,267,4.51189712027872,0.00749063670411985,0.0168984910871862
"6709","3K","Fall",1996,1,51,"Imm",33.7240914384,267,75.6615888235556,0.126307458570787,0.283376737166875
"6710","3K","Fall",1996,1,51,"Mat",1,267,2.24354713786013,0.00374531835205993,0.00840279826913906
"6711","3K","Fall",1996,1,51,"Unk",6.003003003,267,13.4680202059464,0.0224831573146067,0.050442023243245
"6712","3K","Fall",1996,1,52,"Imm",24,267,53.5507532084022,0.0898876404494382,0.200564618758061
"6713","3K","Fall",1996,1,52,"Unk",1,267,2.23128138368342,0.00374531835205993,0.00835685911491919
"6714","3K","Fall",1996,1,53,"Imm",13,267,28.8489475746943,0.048689138576779,0.108048492789117
"6715","3K","Fall",1996,1,53,"Mat",3,267,6.65744944031406,0.0112359550561798,0.0249342675667193
"6716","3K","Fall",1996,1,53,"Unk",3,267,6.65744944031406,0.0112359550561798,0.0249342675667193
"6717","3K","Fall",1996,1,54,"Imm",28.0846356561,267,61.9870305268381,0.105185901333708,0.232161163021866
"6718","3K","Fall",1996,1,54,"Mat",6.3605442177,267,14.0386812710614,0.0238222629876404,0.0525793306032261
"6719","3K","Fall",1996,1,54,"Unk",2.3605442177,267,5.21007743430489,0.00884098957940075,0.0195133986303554
"6720","3K","Fall",1996,1,55,"Imm",20.0816326531,267,44.0848741869371,0.0752121073149813,0.165111888340588
"6721","3K","Fall",1996,1,55,"Mat",12.8620457192,267,28.2358350594584,0.0481724558771536,0.105752191233926
"6722","3K","Fall",1996,1,55,"Unk",3,267,6.58585010718215,0.0112359550561798,0.0246661052703451
"6723","3K","Fall",1996,1,56,"Mat",29.3635472207,267,64.1166445414563,0.109975832287266,0.240137245473619
"6724","3K","Fall",1996,1,56,"Unk",2.5015015015,267,5.46214261465414,0.00936891948127341,0.0204574629762327
"6725","3K","Fall",1996,1,57,"Mat",34.2285959429,267,74.3423284143609,0.128196988550187,0.278435686945172
"6726","3K","Fall",1996,1,57,"Unk",2,267,4.34387250580646,0.00749063670411985,0.0162691854150055
"6727","3K","Fall",1996,1,58,"Mat",24.003003003,267,51.857381493819,0.0898988876516854,0.194222402598573
"6728","3K","Fall",1996,1,58,"Unk",3,267,6.4813617055338,0.0112359550561798,0.0242747629420742
"6729","3K","Fall",1996,1,59,"Mat",26,267,55.8765262771445,0.0973782771535581,0.209275379315148
"6730","3K","Fall",1996,1,59,"Unk",1.3605442177,267,2.9239417204435,0.00509567122734082,0.0109510925859307
"6731","3K","Fall",1996,1,60,"Mat",50.2255929399,267,107.375520510622,0.188110834980899,0.40215550753042
"6732","3K","Fall",1996,1,60,"Unk",2.3605442177,267,5.04652407722041,0.00884098957940075,0.0189008392405259
"6733","3K","Fall",1996,1,61,"Imm",8,267,17.0140403944245,0.0299625468164794,0.0637229977319271
"6734","3K","Fall",1996,1,61,"Mat",24,267,51.0421211832736,0.0898876404494382,0.191168993195781
"6735","3K","Fall",1996,1,61,"Unk",1,267,2.12675504930307,0.00374531835205993,0.00796537471649088
"6736","3K","Fall",1996,1,62,"Imm",9.3605442177,267,19.8047302584667,0.0350582180438202,0.0741750196946319
"6737","3K","Fall",1996,1,62,"Mat",16.5015015015,267,34.913331799547,0.0618033764101124,0.130761542320401
"6738","3K","Fall",1996,1,62,"Unk",5.003003003,267,10.5851884946343,0.0187378389625468,0.0396449007289676
"6739","3K","Fall",1996,1,63,"Imm",13.7240914384,267,28.8878276247228,0.051401091529588,0.108194110954018
"6740","3K","Fall",1996,1,63,"Mat",16.5015015015,267,34.7339955481972,0.0618033764101124,0.130089870967031
"6741","3K","Fall",1996,1,63,"Unk",1,267,2.10489909327584,0.00374531835205993,0.00788351720328029
"6742","3K","Fall",1996,1,64,"Imm",19.8620457192,267,41.5941052287846,0.074389684341573,0.155783165650879
"6743","3K","Fall",1996,1,64,"Mat",24.006006006,267,50.2721801194513,0.0899101348539326,0.188285318799443
"6744","3K","Fall",1996,1,64,"Unk",3.5015015015,267,7.33266975472476,0.0131142378333333,0.0274631826019654
"6745","3K","Fall",1996,1,65,"Imm",18.003003003,267,37.5095937318207,0.0674269775393258,0.1404853697821
"6746","3K","Fall",1996,1,65,"Mat",24.5045045045,267,51.0555938034449,0.0917771704288389,0.191219452447359
"6747","3K","Fall",1996,1,65,"Unk",5.8620457192,267,12.2136819800513,0.0219552274127341,0.0457441272661098
"6748","3K","Fall",1996,1,66,"Imm",22.4451798738,267,46.5289393508485,0.0840643440966292,0.174265690452616
"6749","3K","Fall",1996,1,66,"Mat",13.5045045045,267,27.9948868570488,0.0505786685561798,0.104849763509546
"6750","3K","Fall",1996,1,66,"Unk",1,267,2.0730036298422,0.00374531835205993,0.00776405853873483
"6751","3K","Fall",1996,1,67,"Imm",27.7300974444,267,57.1961980989574,0.103858042862921,0.21421797040808
"6752","3K","Fall",1996,1,67,"Mat",15.5045045045,267,31.9796464056294,0.0580693052602996,0.119773956575391
"6753","3K","Fall",1996,1,67,"Unk",3.3605442177,267,6.93147051434871,0.0125863079314607,0.0259605637241525
"6754","3K","Fall",1996,1,68,"Imm",17.7210884354,267,36.3692962302395,0.0663711177355805,0.13621459262262
"6755","3K","Fall",1996,1,68,"Mat",28.7300974444,267,58.9632757879438,0.107603361214981,0.220836238906156
"6756","3K","Fall",1996,1,68,"Unk",2,267,4.10463458413621,0.00749063670411985,0.0153731632364652
"6757","3K","Fall",1996,1,69,"Imm",22.0876386591,267,45.1061285815282,0.0827252384235955,0.168936811166772
"6758","3K","Fall",1996,1,69,"Mat",13.5015015015,267,27.5720040593588,0.0505674213539326,0.103265932806587
"6759","3K","Fall",1996,1,69,"Unk",2,267,4.08428707818839,0.00749063670411985,0.0152969553490202
"6760","3K","Fall",1996,1,70,"Imm",26.8057240915,267,54.4714048730566,0.10039597038015,0.204012752333545
"6761","3K","Fall",1996,1,70,"Mat",16.003003003,267,32.5193996918579,0.059936340835206,0.121795504463887
"6762","3K","Fall",1996,1,70,"Unk",2,267,4.06416216828325,0.00749063670411985,0.0152215811546189
"6763","3K","Fall",1996,1,71,"Imm",26.8680517252,267,54.3306587656483,0.100629407210487,0.203485613354488
"6764","3K","Fall",1996,1,71,"Mat",18.003003003,267,36.4043892321207,0.0674269775393258,0.136346027086595
"6765","3K","Fall",1996,1,71,"Unk",2,267,4.04425741928214,0.00749063670411985,0.0151470315328919
"6766","3K","Fall",1996,1,72,"Imm",47.9526873813,267,96.4944836615479,0.179598080079775,0.361402560530142
"6767","3K","Fall",1996,1,72,"Mat",19.5045045045,267,39.2486259689798,0.0730505786685393,0.146998599134756
"6768","3K","Fall",1996,1,72,"Unk",2.3605442177,267,4.75008821999913,0.00884098957940075,0.0177905925842664
"6769","3K","Fall",1996,1,73,"Imm",20.3665502237,267,40.7850228933172,0.0762792143209738,0.152752894731525
"6770","3K","Fall",1996,1,73,"Mat",16.3605442177,267,32.7627979769271,0.0612754465082397,0.122707108527817
"6771","3K","Fall",1996,1,73,"Unk",3,267,6.00764819451703,0.0112359550561798,0.0225005550356443
"6772","3K","Fall",1996,1,74,"Imm",38.5921431636,267,76.9110575073047,0.144539862035955,0.288056395158445
"6773","3K","Fall",1996,1,74,"Mat",26.9910269551,267,53.7909599247885,0.10108998859588,0.20146426938123
"6774","3K","Fall",1996,1,74,"Unk",3.3605442177,267,6.69729609178965,0.0125863079314607,0.025083505961759
"6775","3K","Fall",1996,1,75,"Imm",45.0936446651,267,89.438560222516,0.168890054925468,0.334975880983206
"6776","3K","Fall",1996,1,75,"Mat",22,267,43.6347148142187,0.0823970037453183,0.163425898180594
"6777","3K","Fall",1996,1,75,"Unk",3,267,5.95018838375709,0.0112359550561798,0.0222853497518992
"6778","3K","Fall",1996,1,76,"Imm",34.5328185329,267,68.1669671956184,0.129336398999625,0.255306993242016
"6779","3K","Fall",1996,1,76,"Mat",16,267,31.5836216522782,0.0599250936329588,0.118290717798795
"6780","3K","Fall",1996,1,76,"Unk",1,267,1.97397635326739,0.00374531835205993,0.00739316986242467
"6781","3K","Fall",1996,1,77,"Imm",32.3635472207,267,63.5833546538806,0.121211787343446,0.238139905070714
"6782","3K","Fall",1996,1,77,"Mat",21.3635472207,267,41.9720987423119,0.0800132854707865,0.157198871694052
"6783","3K","Fall",1996,1,77,"Unk",2,267,3.92931925664886,0.00749063670411985,0.0147165515230294
"6784","3K","Fall",1996,1,78,"Imm",29.5135135135,267,57.7120472898262,0.11053750379588,0.216149989849536
"6785","3K","Fall",1996,1,78,"Mat",30.3635472207,267,59.3742413042878,0.113721150639326,0.222375435596583
"6786","3K","Fall",1996,1,78,"Unk",7,267,13.6881137802855,0.0262172284644195,0.0512663437463878
"6787","3K","Fall",1996,1,79,"Imm",25.3635472207,267,49.365853927936,0.0949945588790262,0.184890838681408
"6788","3K","Fall",1996,1,79,"Mat",17.5015015015,267,34.0637119534086,0.0655486947621723,0.127579445518384
"6789","3K","Fall",1996,1,79,"Unk",13.9880239521,267,27.2253222765416,0.0523896028168539,0.101967499163077
"6790","3K","Fall",1996,1,80,"Imm",36.7270944414,267,71.152007524733,0.137554660829213,0.266486919568288
"6791","3K","Fall",1996,1,80,"Mat",16.5015015015,267,31.9686317924627,0.0618033764101124,0.119732703342557
"6792","3K","Fall",1996,1,80,"Unk",2,267,3.87463307985116,0.00749063670411985,0.014511734381465
"6793","3K","Fall",1996,1,81,"Imm",30.3485681698,267,58.5242050531206,0.113665049325094,0.219191779225171
"6794","3K","Fall",1996,1,81,"Mat",16.5015015015,267,31.8215097382806,0.0618033764101124,0.119181684413036
"6795","3K","Fall",1996,1,82,"Imm",35.7331004474,267,68.5926421985447,0.133831836881648,0.256901281642489
"6796","3K","Fall",1996,1,82,"Mat",26.0816326531,267,50.0658513850885,0.0976840174273408,0.187512552004077
"6797","3K","Fall",1996,1,82,"Unk",5.003003003,267,9.60367811934419,0.0187378389625468,0.0359688319076562
"6798","3K","Fall",1996,1,83,"Imm",34.8650487222,267,66.6222635245837,0.130580706824719,0.249521586234396
"6799","3K","Fall",1996,1,83,"Mat",22,267,42.0389430463516,0.0823970037453183,0.157449224892703
"6800","3K","Fall",1996,1,83,"Unk",8.3605442177,267,15.9758382820179,0.0313128996917603,0.0598346003071833
"6801","3K","Fall",1996,1,84,"Imm",24.009009009,267,45.6707721255413,0.0899213820561798,0.171051580994537
"6802","3K","Fall",1996,1,84,"Mat",25.8650487222,267,49.2013954330563,0.0968728416561798,0.184274889262383
"6803","3K","Fall",1996,1,84,"Unk",4,267,7.60893914587165,0.0149812734082397,0.0284978994227403
"6804","3K","Fall",1996,1,85,"Imm",26.3605442177,267,49.9190388794844,0.0987286300288389,0.186962692432526
"6805","3K","Fall",1996,1,85,"Mat",26.5045045045,267,50.1916568912569,0.0992678071329588,0.187983733675119
"6806","3K","Fall",1996,1,85,"Unk",4,267,7.57481157706385,0.0149812734082397,0.0283700808129732
"6807","3K","Fall",1996,1,86,"Imm",18,267,33.9347580945519,0.0674157303370786,0.127096472264239
"6808","3K","Fall",1996,1,86,"Mat",23.003003003,267,43.3667412419476,0.0861535692996255,0.1624222518425
"6809","3K","Fall",1996,1,86,"Unk",4,267,7.54105735434488,0.0149812734082397,0.0282436605031643
"6810","3K","Fall",1996,1,87,"Imm",37.015015015,267,69.4741515924671,0.138633015037453,0.26020281495306
"6811","3K","Fall",1996,1,87,"Mat",28.006006006,267,52.5649795352484,0.104891408262172,0.19687258252902
"6812","3K","Fall",1996,1,87,"Unk",3,267,5.63075429505945,0.0112359550561798,0.0210889673972264
"6813","3K","Fall",1996,1,88,"Imm",24,267,44.8479159278762,0.0898876404494382,0.167969722576315
"6814","3K","Fall",1996,1,88,"Mat",46.8530726743,267,87.5526110108199,0.175479672937453,0.327912400789588
"6815","3K","Fall",1996,1,88,"Unk",4,267,7.47465265464602,0.0149812734082397,0.0279949537627192
"6816","3K","Fall",1996,1,89,"Imm",24.7210884354,267,45.9935488338376,0.0925883462,0.172260482523736
"6817","3K","Fall",1996,1,89,"Mat",28.3635472207,267,52.7703380700687,0.106230513935206,0.197641715618235
"6818","3K","Fall",1996,1,89,"Unk",9,267,16.744486820887,0.0337078651685393,0.0627134337860938
"6819","3K","Fall",1996,1,90,"Imm",19.003003003,267,35.2016041341257,0.0711722958913858,0.13184121398549
"6820","3K","Fall",1996,1,90,"Mat",38.5015015015,267,71.3210756326927,0.144200380155431,0.267120133455778
"6821","3K","Fall",1996,1,90,"Unk",5.003003003,267,9.2676789645113,0.0187378389625468,0.0347104081067839
"6822","3K","Fall",1996,1,91,"Imm",18.3605442177,267,33.8648534860589,0.0687660832123596,0.126834657251157
"6823","3K","Fall",1996,1,91,"Mat",37.5045045045,267,69.1746679756766,0.140466309005618,0.259081153466954
"6824","3K","Fall",1996,1,91,"Unk",5,267,9.22218129389987,0.0187265917602996,0.0345400048460669
"6825","3K","Fall",1996,1,92,"Imm",22.009009009,267,40.4203520352347,0.0824307453520599,0.151387086274287
"6826","3K","Fall",1996,1,92,"Mat",37.3635472207,267,68.6195244560187,0.139938379103745,0.257001964254752
"6827","3K","Fall",1996,1,92,"Unk",6,267,11.0192199981487,0.0224719101123595,0.0412704868844522
"6828","3K","Fall",1996,1,93,"Imm",26.003003003,267,47.5523024872905,0.0973895243558052,0.178098511188354
"6829","3K","Fall",1996,1,93,"Mat",32.9910269551,267,60.3314660600653,0.12356189870824,0.225960547041443
"6830","3K","Fall",1996,1,93,"Unk",2,267,3.65744698655031,0.00749063670411985,0.0136983033204131
"6831","3K","Fall",1996,1,94,"Imm",22.3665502237,267,40.7293938865013,0.0837698510250936,0.152544546391391
"6832","3K","Fall",1996,1,94,"Mat",34.5015015015,267,62.8270891253184,0.129219106747191,0.23530744990756
"6833","3K","Fall",1996,1,94,"Unk",5,267,9.10497897063797,0.0187265917602996,0.0341010448338501
"6834","3K","Fall",1996,1,95,"Imm",22,267,39.8937579447972,0.0823970037453183,0.149414823763285
"6835","3K","Fall",1996,1,95,"Mat",42.003003003,267,76.166256125285,0.157314617988764,0.285266876873727
"6836","3K","Fall",1996,1,95,"Unk",7,267,12.6934684369809,0.0262172284644195,0.047541080288318
"6837","3K","Fall",1996,1,96,"Imm",27.8650487222,267,50.318512368852,0.1043634783603,0.188458847823416
"6838","3K","Fall",1996,1,96,"Mat",30.5045045045,267,55.0848233756183,0.114249080541198,0.206310199908683
"6839","3K","Fall",1996,1,96,"Unk",6,267,10.8347585257434,0.0224719101123595,0.0405796199466045
"6840","3K","Fall",1996,1,97,"Imm",17.5045045045,267,31.4786347362291,0.0655599419644195,0.11789750837539
"6841","3K","Fall",1996,1,97,"Mat",51.9910269551,267,93.4963081451578,0.194722947397378,0.350173438745909
"6842","3K","Fall",1996,1,97,"Unk",8.003003003,267,14.3919302748397,0.0299737940187266,0.053902360579924
"6843","3K","Fall",1996,1,98,"Imm",17.003003003,267,30.451038345187,0.0636816591872659,0.114048832753509
"6844","3K","Fall",1996,1,98,"Mat",52.8680517252,267,94.6825140262193,0.198007684364045,0.35461615740157
"6845","3K","Fall",1996,1,98,"Unk",3,267,5.37276356532095,0.0112359550561798,0.0201227099824755
"6846","3K","Fall",1996,1,99,"Imm",19.9880239521,267,35.6507801560884,0.0748615129292135,0.133523521183852
"6847","3K","Fall",1996,1,99,"Mat",45.8680517252,267,81.8105797832704,0.171790455899625,0.306406665854945
"6848","3K","Fall",1996,1,99,"Unk",3,267,5.35082110790789,0.0112359550561798,0.020040528494037
"6849","3K","Fall",1996,1,100,"Imm",16.003003003,267,28.4273008257396,0.059936340835206,0.106469291482171
"6850","3K","Fall",1996,1,100,"Mat",74.2255929399,267,131.852331657744,0.277998475430337,0.49382895751964
"6851","3K","Fall",1996,1,100,"Unk",4,267,7.10549159314922,0.0149812734082397,0.0266123280642293
"6852","3K","Fall",1996,1,101,"Imm",14.9880239521,267,26.5170802625063,0.0561349211689139,0.0993149073502107
"6853","3K","Fall",1996,1,101,"Mat",62.4925284566,267,110.562899965104,0.234054413695131,0.41409325829627
"6854","3K","Fall",1996,1,101,"Unk",3,267,5.30765370016457,0.0112359550561798,0.0198788528096051
"6855","3K","Fall",1996,1,102,"Imm",3,267,5.2864235265253,0.0112359550561798,0.0197993390506565
"6856","3K","Fall",1996,1,102,"Mat",69.4775494057,267,122.429250581205,0.260215540845318,0.458536519030732
"6857","3K","Fall",1996,1,102,"Unk",5,267,8.81070587754216,0.0187265917602996,0.0329988984177609
"6858","3K","Fall",1996,1,103,"Imm",2,267,3.51028373671146,0.00749063670411985,0.0131471301000429
"6859","3K","Fall",1996,1,103,"Mat",66.7240914384,267,117.110246511532,0.249902964188764,0.438615155473902
"6860","3K","Fall",1996,1,103,"Unk",6,267,10.5308512101344,0.0224719101123595,0.0394413903001288
"6861","3K","Fall",1996,1,104,"Imm",8.003003003,267,13.9910029606734,0.0299737940187266,0.0524007601523349
"6862","3K","Fall",1996,1,104,"Mat",56.9880239521,267,99.6275537492459,0.213438291955431,0.373136905427887
"6863","3K","Fall",1996,1,104,"Unk",5,267,8.74109565836022,0.0187265917602996,0.0327381859863679
"6864","3K","Fall",1996,1,105,"Imm",9,267,15.6723491501801,0.0337078651685393,0.0586979368920603
"6865","3K","Fall",1996,1,105,"Mat",74.3605442177,267,129.489379108578,0.278503910927715,0.484978947972201
"6866","3K","Fall",1996,1,105,"Unk",7,267,12.1896048945845,0.0262172284644195,0.0456539509160469
"6867","3K","Fall",1996,1,106,"Imm",4,267,6.93840011294857,0.0149812734082397,0.0259865172769609
"6868","3K","Fall",1996,1,106,"Mat",66.4655733578,267,115.291185423238,0.248934731677154,0.431802192596396
"6869","3K","Fall",1996,1,106,"Unk",5,267,8.67300014118571,0.0187265917602996,0.0324831465962012
"6870","3K","Fall",1996,1,107,"Imm",1,267,1.72790201355779,0.00374531835205993,0.0064715431219393
"6871","3K","Fall",1996,1,107,"Mat",58.003003003,267,100.223505681282,0.217239711621723,0.375368935135889
"6872","3K","Fall",1996,1,107,"Unk",10.006006006,267,17.2893979254388,0.0374756779250936,0.0647542993462127
"6873","3K","Fall",1996,1,108,"Imm",1,267,1.7212772732918,0.00374531835205993,0.00644673136064343
"6874","3K","Fall",1996,1,108,"Mat",53.5075075075,267,92.1012566231499,0.200402649840824,0.344948526678464
"6875","3K","Fall",1996,1,108,"Unk",7,267,12.0489409130426,0.0262172284644195,0.045127119524504
"6876","3K","Fall",1996,1,109,"Imm",2,267,3.42945001167499,0.00749063670411985,0.0128443820661985
"6877","3K","Fall",1996,1,109,"Mat",47.9880239521,267,82.2862646513945,0.179730426786891,0.308188257121328
"6878","3K","Fall",1996,1,109,"Unk",6,267,10.288350035025,0.0224719101123595,0.0385331461985954
"6879","3K","Fall",1996,1,110,"Imm",1,267,1.70824441836253,0.00374531835205993,0.00639791916989712
"6880","3K","Fall",1996,1,110,"Mat",71.0756626112,267,121.414603937001,0.266200983562547,0.454736344333337
"6881","3K","Fall",1996,1,110,"Unk",3,267,5.1247332550876,0.0112359550561798,0.0191937575096914
"6882","3K","Fall",1996,1,111,"Mat",30.8620457192,267,52.522101142182,0.115588186214232,0.196711989296562
"6883","3K","Fall",1996,1,111,"Unk",4,267,6.80733890683167,0.0149812734082397,0.0254956513364482
"6884","3K","Fall",1996,1,112,"Mat",53.006006006,267,89.8714263846121,0.19852436706367,0.33659710256409
"6885","3K","Fall",1996,1,112,"Unk",2,267,3.39099031058628,0.00749063670411985,0.0127003382418962
"6886","3K","Fall",1996,1,113,"Mat",35,267,59.1228727957813,0.131086142322097,0.221433980508544
"6887","3K","Fall",1996,1,113,"Unk",5,267,8.44612468511162,0.0187265917602996,0.0316334257869349
"6888","3K","Fall",1996,1,114,"Imm",1,267,1.68302331319141,0.00374531835205993,0.00630345810184048
"6889","3K","Fall",1996,1,114,"Mat",54.4775494057,267,91.6869856953299,0.204035765564419,0.343396950169775
"6890","3K","Fall",1996,1,114,"Unk",6,267,10.0981398791484,0.0224719101123595,0.0378207486110429
"6891","3K","Fall",1996,1,115,"Mat",49.003003003,267,82.1726228407203,0.183531846453184,0.307762632362248
"6892","3K","Fall",1996,1,116,"Mat",36.4895254536,267,60.967533112118,0.136664889339326,0.228342820644637
"6893","3K","Fall",1996,1,116,"Unk",4,267,6.68329142176916,0.0149812734082397,0.0250310540141167
"6894","3K","Fall",1996,1,117,"Mat",28.009009009,267,46.6300296684003,0.104902655464419,0.174644305874159
"6895","3K","Fall",1996,1,117,"Unk",5,267,8.32411272626906,0.0187265917602996,0.0311764521583111
"6896","3K","Fall",1996,1,118,"Mat",34.3695532267,267,57.0152351783258,0.12872491845206,0.213540206660396
"6897","3K","Fall",1996,1,118,"Unk",1,267,1.65888787678606,0.00374531835205993,0.00621306320893655
"6898","3K","Fall",1996,1,119,"Mat",20,267,33.060362638738,0.0749063670411985,0.123821582916622
"6899","3K","Fall",1996,1,119,"Unk",3,267,4.95905439581071,0.0112359550561798,0.0185732374374933
"6900","3K","Fall",1996,1,120,"Mat",25.006006006,267,41.190208180263,0.0936554532059925,0.154270442622708
"6901","3K","Fall",1996,1,120,"Unk",1,267,1.64721260046006,0.00374531835205993,0.0061693355822474
"6902","3K","Fall",1996,1,121,"Mat",21.003003003,267,34.4758115185374,0.0786629325955056,0.129122889582537
"6903","3K","Fall",1996,1,121,"Unk",1,267,1.64147057987913,0.00374531835205993,0.00614782988718774
"6904","3K","Fall",1996,1,122,"Mat",17.003003003,267,27.8133656682522,0.0636816591872659,0.104169908869859
"6905","3K","Fall",1996,1,122,"Unk",1,267,1.63579137540262,0.00374531835205993,0.00612655945843677
"6906","3K","Fall",1996,1,123,"Mat",12,267,19.5620915980783,0.0449438202247191,0.0732662606669601
"6907","3K","Fall",1996,1,123,"Unk",1,267,1.63017429983986,0.00374531835205993,0.00610552172224667
"6908","3K","Fall",1996,1,124,"Mat",6,267,9.74771204110715,0.0224719101123595,0.0365082847981541
"6909","3K","Fall",1996,1,124,"Unk",2,267,3.24923734703572,0.00749063670411985,0.0121694282660514
"6910","3K","Fall",1996,1,125,"Mat",11,267,17.8103620661895,0.0411985018726592,0.0667054759033315
"6911","3K","Fall",1996,1,125,"Unk",1,267,1.61912382419905,0.00374531835205993,0.00606413417303014
"6912","3K","Fall",1996,1,126,"Mat",6,267,9.68213452199973,0.0224719101123595,0.0362626761123585
"6913","3K","Fall",1996,1,127,"Mat",5,267,8.04156902155375,0.0187265917602996,0.0301182360357818
"6914","3K","Fall",1996,1,128,"Mat",7,267,11.2209812800097,0.0262172284644195,0.0420261471161411
"6915","3K","Fall",1996,1,129,"Mat",3,267,4.79321702374294,0.0112359550561798,0.0179521236844305
"6916","3K","Fall",1996,1,129,"Unk",1,267,1.59773900791431,0.00374531835205993,0.00598404122814349
"6917","3K","Fall",1996,1,130,"Mat",7.9880239521,267,12.7212334032094,0.0299176927044944,0.0476450689258778
"6918","3K","Fall",1996,1,131,"Mat",3.003003003,267,4.76694989970047,0.011247202258427,0.0178537449426984
"6919","3K","Fall",1996,1,132,"Mat",3,267,4.74692007411138,0.0112359550561798,0.017778726869331
"6920","3K","Fall",1996,1,133,"Unk",1,267,1.5772747233408,0.00374531835205993,0.00590739596756854
"6921","3K","Fall",1996,1,134,"Mat",4.003003003,267,6.29391282957562,0.0149925206104869,0.023572707226875
"6922","3K","Fall",1996,1,135,"Mat",1,267,1.5673753300505,0.00374531835205993,0.00587031958820411
"6923","3K","Fall",1996,1,135,"Unk",1,267,1.5673753300505,0.00374531835205993,0.00587031958820411
"6924","3K","Fall",1996,1,136,"Mat",1,267,1.56250670695118,0.00374531835205993,0.00585208504476099
"6925","3K","Fall",1996,1,139,"Mat",1,267,1.54821808164559,0.00374531835205993,0.00579856959417823
"6926","3K","Fall",1996,1,140,"Mat",1,267,1.54355903350325,0.00374531835205993,0.00578111997566762
"6927","3K","Fall",1996,2,7,"Imm",1,267,2.94155993828516,0.00374531835205993,0.0110170784205437
"6928","3K","Fall",1996,2,10,"Imm",1,267,2.88250525868706,0.00374531835205993,0.0107958998452699
"6929","3K","Fall",1996,2,11,"Imm",1,267,2.86324948079429,0.00374531835205993,0.0107237808269449
"6930","3K","Fall",1996,2,13,"Imm",2,267,5.65073515810345,0.00749063670411985,0.0211638020902751
"6931","3K","Fall",1996,2,14,"Imm",14.9646365422,267,42.0017971507748,0.0560473278734082,0.157310101688295
"6932","3K","Fall",1996,2,15,"Imm",42.9706425482,267,119.815471403436,0.160938736135581,0.448747083908001
"6933","3K","Fall",1996,2,16,"Imm",10.9646365422,267,30.3729716064318,0.0410660544651685,0.113756447964164
"6934","3K","Fall",1996,2,17,"Imm",27,267,74.3055860555386,0.101123595505618,0.278298075114377
"6935","3K","Fall",1996,2,18,"Imm",80.802893767,267,220.933697309203,0.302632560925094,0.827467031120612
"6936","3K","Fall",1996,2,19,"Imm",216.042130703,267,586.8992583947,0.809146556940075,2.19812456327603
"6937","3K","Fall",1996,2,20,"Imm",293.8107785852,267,793.040992188654,1.10041490106816,2.97019098197998
"6938","3K","Fall",1996,2,21,"Imm",257.7374294343,267,691.227445490772,0.965308724473034,2.58886683704409
"6939","3K","Fall",1996,2,22,"Imm",184.146763957,267,490.722452212543,0.689688254520599,1.83791180603949
"6940","3K","Fall",1996,2,23,"Imm",77.9322760874,267,206.362302702693,0.29188118384794,0.772892519485741
"6941","3K","Fall",1996,2,24,"Imm",78.7649077649,267,207.252497935395,0.294999654550187,0.776226584027698
"6942","3K","Fall",1996,2,25,"Imm",88.0173399814,267,230.145293495986,0.329652958731835,0.861967391370735
"6943","3K","Fall",1996,2,26,"Imm",62.9829635246,267,163.657788373755,0.235891249155805,0.612950518253764
"6944","3K","Fall",1996,2,27,"Imm",100.4636495412,267,259.4269911872,0.376268350341573,0.971636671113108
"6945","3K","Fall",1996,2,28,"Imm",218.1377967154,267,559.812594333872,0.816995493316105,2.09667638327293
"6946","3K","Fall",1996,2,28,"Mat",1,267,2.5663255188382,0.00374531835205993,0.00961170606306444
"6947","3K","Fall",1996,2,29,"Imm",184.0909090909,267,469.52913952647,0.689479060265543,1.75853610309539
"6948","3K","Fall",1996,2,30,"Imm",172.9880239521,267,438.508139860711,0.647895220794382,1.64235258374798
"6949","3K","Fall",1996,2,31,"Imm",189.4880239521,267,477.405884091347,0.709692973603371,1.78803701906872
"6950","3K","Fall",1996,2,32,"Imm",259.7619047619,267,650.487298374691,0.972891029070787,2.43628201638461
"6951","3K","Fall",1996,2,32,"Mat",1,267,2.50416741812443,0.00374531835205993,0.00937890418773195
"6952","3K","Fall",1996,2,33,"Imm",157,267,390.780936465575,0.588014981273408,1.46359901297968
"6953","3K","Fall",1996,2,33,"Mat",1,267,2.48905055073615,0.00374531835205993,0.00932228670687696
"6954","3K","Fall",1996,2,34,"Imm",94.0606060606,267,232.71525681773,0.352286914084644,0.871592722163784
"6955","3K","Fall",1996,2,34,"Mat",1,267,2.47409905766288,0.00374531835205993,0.00926628860547897
"6956","3K","Fall",1996,2,35,"Imm",53.0606060606,267,130.492539036418,0.198728861650187,0.488736101259993
"6957","3K","Fall",1996,2,35,"Mat",2,267,4.91862225951147,0.00749063670411985,0.0184218062153987
"6958","3K","Fall",1996,2,36,"Imm",49.5606060606,267,121.160069119944,0.185620247417978,0.453783030411775
"6959","3K","Fall",1996,2,36,"Mat",1,267,2.44468497765738,0.00374531835205993,0.00915612351182538
"6960","3K","Fall",1996,2,37,"Imm",57.3458208458,267,139.362893732195,0.214778355227715,0.521958403491368
"6961","3K","Fall",1996,2,37,"Mat",5,267,12.1510941579278,0.0187265917602996,0.0455097159472952
